1530881312535,00058,01215
1530881312575,00063,01609
1530881312607,00041,00643
1530881312655,00066,01430
1530881312685,00105,04593
1530881312715,00061,01436
1530881312765,00087,02619
1530881312815,00090,03135
1530881312845,00058,01322
1530881312886,00222,17349
1530881312925,00230,18189
1530881312975,00179,12547
1530881313016,00161,09958
1530881313045,00488,76603
1530881313075,00446,67962
1530881313106,00539,97695
1530882284624,00100,04941
1530882284662,00067,01943
1530882284702,00046,00772
1530882284741,00054,01089
1530882284782,00053,01106
1530882284820,00053,01194
1530882284860,00057,01306
1530882284892,00061,01385
1530882284932,00060,01391
1530882284972,00056,01267
1530882285021,00047,00827
1530882285061,00056,01422
1530882285101,00046,00836
1530882285141,00049,00947
1530882285181,00067,01695
1530882285211,00053,01019
1530882285262,00067,01798
1530882285292,00041,00754
1530882285341,00054,01070
1530882285371,00055,01250
1530882285422,00060,01828
1530882285461,00059,01363
1530882285512,00073,02097
1530882285561,00066,01606
1530882285600,00059,01367
1530882285650,00063,01544
1530882285690,00059,01389
1530882285731,00049,01027
1530882285781,00079,02204
1530882285820,00059,01367
1530882285860,00044,00761
1530882285903,00053,01258
1530882285941,00054,01061
1530882285982,00056,01141
1530882286012,00057,01226
1530882286042,00058,01446
1530882286082,00051,01010
1530882286111,00084,02674
1530882286151,00089,03147
1530882286191,00066,01629
1530882286231,00043,00748
1530882286271,00044,00733
1530882286311,00056,01290
1530882286351,00065,01954
1530882286381,00054,01254
1530882286420,00050,01005
1530882286450,00065,01591
1530882286490,00078,04566
1530882286522,00062,01502
1530882286561,00056,01261
1530882286602,00066,01834
1530882286641,00058,01477
1530882286681,00045,00844
1530882286722,00033,00475
1530882286761,00069,01785
1530882286793,00047,00898
1530882286841,00048,00988
1530882286891,00063,01552
1530882286931,00043,00737
1530882286971,00060,01353
1530882287021,00056,01276
1530882287060,00051,00989
1530882287102,00055,01137
1530882287152,00054,01086
1530882287191,00042,00699
1530882287230,00052,01018
1530882287270,00046,00818
1530882287320,00061,01304
1530882287361,00062,01378
1530882287410,00040,00674
1530882287460,00049,00999
1530882287501,00052,01172
1530882287541,00041,00739
1530882287570,00060,01240
1530882287600,00047,00906
1530882287650,00046,00813
1530882287700,00066,01532
1530882287731,00125,07675
1530882287770,00064,01704
1530882287810,00054,01154
1530882287850,00054,01081
1530882287891,00047,00883
1530882287920,00079,02393
1530882287950,00055,01159
1530882287990,00061,01405
1530882288031,00039,00642
1530882288071,00057,01293
1530882288120,00189,13399
1530882288160,00111,04900
1530882288200,00108,04712
1530882288240,00076,02496
1530882288280,00074,02220
1530882288320,00096,03478
1530882288360,00061,01453
1530882288401,00079,02239
1530882288451,00108,04118
1530882288481,00122,05528
1530882288521,00119,05181
1530882288551,00069,01618
1530882288590,00140,13963
1530882288640,00067,02032
1530882288680,00370,87263
1530882288720,00165,11167
1530882288760,00111,04821
1530882288800,00148,08947
1530882288851,00764,238818
1530882288890,00948,326864
1530882288931,01066,415521
1530882288970,00964,329884
1530882289011,00747,215905
1530882289042,00931,307021
1530882289081,00623,143981
1530882289122,00358,65486
1530882289160,00224,19788
1530882289201,00167,10628
1530882289240,00248,24242
1530882289280,00236,20347
1530882289335,00267,27356
1530882289382,00356,47818
1530882289430,00225,20517
1530882289480,00253,24185
1530882289520,00289,35886
1530882289560,00194,15074
1530882289601,00397,63568
1530882289640,00325,44646
1530896695758,00000,00000
1530896695783,00000,00000
1530896695824,00000,00000
1530896695865,00000,00000
1530896695903,00000,00000
1530896695943,00000,00000
1530896695993,00000,00000
1530896696033,00000,00000
1530896696074,00000,00000
1530896696113,00000,00000
1530896696153,00000,00000
1530896696193,00000,00000
1530896696223,00000,00000
1530896696264,00000,00000
1530896696303,00000,00000
1530896696333,00000,00000
1530896696373,00000,00000
1530896696414,00000,00000
1530896696443,00000,00000
1530896696473,00000,00000
1530896696514,00000,00000
1530896696553,00000,00000
1530896696594,00000,00000
1530896696634,00000,00000
1530896696673,00000,00000
1530896696704,00000,00000
1530896696743,00000,00000
1530896696794,00000,00000
1530896696843,00000,00000
1530896696884,00000,00000
1530896696923,00000,00000
1530896696953,00000,00000
1530896696984,00000,00000
1530896697023,00000,00000
1530896697074,00000,00000
1530896697123,00000,00000
1530896697164,00000,00000
1530896697213,00000,00000
1530896697254,00000,00000
1530896697302,00000,00000
1530896697354,00000,00000
1530896697394,00000,00000
1530896697444,00000,00000
1530896697484,00000,00000
1530896697523,00000,00000
1530896697563,00000,00000
1530896697613,00000,00000
1530896697653,00000,00000
1530896697683,00000,00000
1530896697714,00000,00000
1530896697743,00000,00000
1530896697794,00000,00000
1530896697843,00000,00000
1530896697893,00000,00000
1530896697943,00000,00000
1530896697983,00000,00000
1530896698014,00000,00000
1530896698053,00000,00000
1530896698104,00000,00000
1530896698134,00000,00000
1530896698173,00000,00000
1530896698213,00000,00000
1530896698243,00000,00000
1530896698295,00000,00000
1530896698334,00000,00000
1530896698373,00000,00000
1530896698424,00000,00000
1530896698484,00000,00000
1530896698533,00000,00000
1530896698583,00000,00000
1530896698633,00000,00000
1530896698673,00000,00000
1530896698704,00000,00000
1530896698743,00000,00000
1530896698783,00000,00000
1530896698823,00000,00000
1530896698863,00000,00000
1530896698913,00000,00000
1530896698952,00000,00000
1530896699003,00000,00000
1530896699052,00000,00000
1530896699083,00000,00000
1530896699152,00000,00000
1530896699193,00000,00000
1530896699223,00000,00000
1530896699252,00000,00000
1530896699283,00000,00000
1530896699324,00000,00000
1530896699364,00000,00000
1530896699394,00000,00000
1530896699433,00000,00000
1530896699473,00000,00000
1530896699513,00000,00000
1530896699553,00000,00000
1530896699593,00000,00000
1530896699633,00000,00000
1530896699664,00000,00000
1530896699703,00000,00000
1530896699769,00000,00000
1530896699826,00000,00000
1530896699863,00000,00000
1530896699904,00000,00000
1530896699943,00000,00000
1530896699983,00000,00000
1530896700015,00000,00000
1530896700054,00000,00000
1530896700093,00000,00000
1530896700134,00000,00000
1530896700194,00000,00000
1530896700244,00000,00000
1530896700293,00000,00000
1530896700335,00000,00000
1530896700364,00000,00000
1530896700393,00000,00000
1530896700444,00000,00000
1530896700483,00000,00000
1530896700514,00000,00000
1530896700553,00000,00000
1530896700583,00000,00000
1530896700614,00000,00000
1530896700653,00000,00000
